,team_idx,team
33137,3496,Swatrunners
33139,3497,Casanova Valbom
33146,3498,Marcap
33148,3499,Fit For Free
33154,3500,Passatempo Edp - Sabinos
33192,3501,Jobrinde Montes Saloios
33199,3502,Rio Meão
33207,3503,Passatempo Edp - Alverca Urban Runners
33212,3504,Vagueira Runners
33232,3505,Movet
33235,3506,Minho Aventura
33237,3507,Power Rangers
33242,3508,Littledown Harriers
33252,3509,González-Rabadán
33260,3510,Xmile Run Team
33285,3511,C.C.D. Das Autarquias De Almada
33308,3512,Os Pacenses
33312,3513,Tartarugas Team
33313,3514,Mn-Mt
33329,3515,Castro
33331,3516,Paccap
33370,3517,Cpfama
33379,3518,Galaicus Trail Runners
33382,3519,'Biba' O (Vinho) Porto!
33393,3520,Glooteam
33420,3521,Georunners
33424,3522,Maintarget
33426,3523,Magni7
33457,3524,Team Erdinger Alkoholfrei
33475,3525,Solmaia Runners
33487,3526,Cb 2015
33492,3527,Jobrinde Monte Saloios
33507,3528,Os Caga Tacos Running Team
33508,3529,Marathon Arlac Club
33516,3530,Viscondes Da Ribeirada
33528,3531,Salabert
33540,3532,Two
33554,3533,Vallsta Sk
33586,3534,Ruka Team
33608,3535,Paccap Fournes
33610,3536,2vrf
33621,3537,Recreo Running
33626,3538,Grupo Desportivo Leões Da Agra
33654,3539,Be2run
33664,3540,Runners-Osasco/Sp (Brasil)
33667,3541,Epo Runners
33676,3542,Jonbrinde-Montes Saloios
33685,3543,O Praticante
33702,3544,Sport Billys
33705,3545,Parteners Dos Manos Capelo
33720,3546,As Marques
33730,3547,Anonymous Psc
33734,3548,Powerade - Www.Lojadocafe.Com.Pt
33736,3549,Hmm
33737,3550,Elite Fitness Studio
33744,3551,Fittea.De
33757,3552,Treinoemcasaporto
33766,3553,O Atleta E Os Mancos
33774,3554,Children Of The 80'S
33777,3555,Passatempo Edp - Cb Running
33805,3556,Scalabis Nigth Runners
33814,3557,Lopes
33824,3558,Passatempo Edp - Tãlentos Team
33834,3559,Clairecarlos
33855,3560,Arada Atlético Clube
33856,3561,Passatempo Edp - Pintarolas
33878,3562,Sc Hanseklinikum Stralsund
33881,3563,Us Arradon
33882,3564,A Chaminé
33891,3565,Rainha Club
33893,3566,Lahue Power Buam
33916,3567,Caracol Trail Team
33936,3568,Courir A Vauvert
33937,3569,Courir À Vauvert
33998,3570,C.A. Amigos Parque Da Paz
34031,3571,Os Trinca Espinhas
34032,3572,Papa Kms
34037,3573,Cães D`Avenida Liberty Seguros
34047,3574,Dupla
34048,3575,Treino Em Casa
34049,3576,Aveiro Night Runners
34055,3577,Troublemakers
34074,3578,Edp - Hsmartinho
34082,3579,Pace Makers
34097,3580,Felguifit
34103,3581,C.D. Running Para Todos
34104,3582,Snecma Sports Corbeil
34111,3583,Espartanos
34132,3584,Os Runners Biomédicos
34140,3585,Geraerts Jluc
34143,3586,Sabicor
34169,3587,Gd4c
34174,3588,Canelonis
34178,3589,Vagan Team
34208,3590,Harvel Hash House Harriers
34211,3591,Ribeiros
34212,3592,Sisters
34219,3593,Csb_Rf
34224,3594,Tv Bad Schwalback
34230,3595,Tinhela Runners
34246,3596,Tv Bad Schwalbach
34262,3597,Passatempo Edp - Piratas Team Runners
34314,3598,Couple
34322,3599,Corresiero
34332,3600,Scalabis Night Runnes
34344,3601,Os Franco-Portugueses
34368,3602,C.D.S. Salvador Do Campo
34369,3603,Scb Berlin
34373,3604,Fiaes S C
34374,3605,Acr Vale De Cambra
34382,3606,Sporting Clube De Espinho
34385,3607,Team Larbiz
34387,3608,East End Road Runners
34390,3609,10kclubzaragoza
34392,3610,Recreativo De Agueda
34394,3611,Ms - Carcavelos
34398,3612,Liberty Seguros - Liberty Seguros - Nascidos Para Correr
34404,3613,Us Elite
34405,3614,Coda Almansa
34406,3615,Zapecar/G. D. Corticeiras
34409,3616,Grupo Dramático E Recreativo Da Retorta
34410,3617,Douroconta-Gabinete De Apoio E Contabilidade
34411,3618,Asics - Asics - Top Runners
34413,3619,Cyklosport
34415,3620,Girasol
34416,3621,Vitalis  - Vitalis  - Runpenafiel
34420,3622,Liberty Seguros - Liberty Seguros - Liberty Seguros - Gaia-Running
34426,3623,Treinos D'Há Fundo
34433,3624,Scespinho
34439,3625,Eastleigh Running Club
34442,3626,Run 4 All
34450,3627,Xmile Running Team
34453,3628,Guilherme Mendes
34455,3629,Symington
34465,3630,Energy@Golazo
34474,3631,Liberty Seguros - Liberty Seguros - Grupo Juvenil Pinheiro Da Bempos
34481,3632,Taylor's / The Yeatman
34486,3633,Celesio Team
34488,3634,Estores Moreira
34490,3635,Amsterdam Running Junkies
34491,3636,Gtbrunners
34493,3637,Cluve
34501,3638,S.C. Espinho Antonio Leitao
34504,3639,Maciel Family
34507,3640,Team Purple
34508,3641,G D Portela
34513,3642,C.A. Diocles Mérida
34515,3643,Cdcr Dos Ctt
34518,3644,Caetsu Runners
34523,3645,Grupo Cooprofar-Medlog
34526,3646,Diocles
34528,3647,Ginásio Clube De Santo Tirso
34546,3648,Jomi
34555,3649,Centro Investigación Del Cancer De Salamanca
34560,3650,Bombos E Solas
34562,3651,Ponte A Correr.
34572,3652,Ponte A Correr
34573,3653,Maiagym
34579,3654,Badalhoca Running Team
34585,3655,C. C. Alf. Porto
34589,3656,Rumo À Aventura
34591,3657,Sport Zone - Sport Zone
34593,3658,Adccjclakrs
34595,3659,Sport Club Beira Mar
34597,3660,4s
34598,3661,Clube Colaboradores Ageas
34601,3662,Boa'vai'ela
34614,3663,C.A. Diocles
34615,3664,Holanda
34618,3665,Adrep
34621,3666,Studium Jezyków Obcych W Minsku Mazowieckim
34628,3667,Twin
34632,3668,Yes We Can
34645,3669,Fafe Runners
34651,3670,Run Ohp / Caoh
34656,3671,Os Carreirenses
34658,3672,C+ Runners
34659,3673,Liketomove
34660,3674,G.D. Bairro Dos Pescadores De Matosinhos
34661,3675,Sport Zone - Sport Zone Vendas
34664,3676,Club Atletismo Fontes Do Sar
34665,3677,Hindu
34667,3678,"Remo Runners - Clube Do Remo - Belém Do Pará, Bras"
34676,3679,C.A. Running Castelló
34680,3680,Cepal
34684,3681,Liberty Seguros - Liberty Seguros - Juventude Cortegacense
34695,3682,Sealife
34697,3683,Marcos Guimaraes
34701,3684,Beber
34715,3685,C F Oliveira Douro
34730,3686,Vitalis  - Vitalis  - Blue O
34736,3687,Rar
34737,3688,Powerade - Powerdragon
34754,3689,Rei Artur Team
34767,3690,Agmassagens / Collux
34769,3691,Liberty Seguros - Liberty Seguros - Jam Seguros Lda
34797,3692,Rota Da Rolha Btt
34804,3693,Wild Riders
34810,3694,Eskadra Kraków
34822,3695,Tg Konz
34829,3696,Eat Pasta Run Fasta
34831,3697,Sport Zone - Sport Zone -
34850,3698,Clube Associação Academica Bela Vista
34852,3699,Edp - Edp Comercial
34866,3700,Amor De Galo
34876,3701,Saldo Valido
34881,3702,Run2eat
34889,3703,We Runners
34897,3704,Liberty Seguros - Victor Sousa
34902,3705,Viseu 360°
34914,3706,Liberty Seguros - Liberty Seguros - Menaeuricolek
34916,3707,Beer Runners Valladolid
34921,3708,Nutribabes
34923,3709,Edp - Expotel
34925,3710,Real Academia
34939,3711,Corriendo Por Palencia
34944,3712,Ginásio Clube Português
34968,3713,Segurobraga
34982,3714,Cm Foz
34984,3715,Mimos
35002,3716,R4c
35004,3717,Run@Figueira
35005,3718,Banana Da Madeira
35009,3719,Legion Combat
35022,3720,Caac -Clube De Atletismo De Arentim E Cunha
35033,3721,Já T'Apanho
35034,3722,Ldlv
35055,3723,#Nsp_Ontour
35058,3724,Easycontrol
35072,3725,Molinhas
35103,3726,El Chapo Running Team
35123,3727,Cd Filippedes Moratalla
35142,3728,Porto Runners - Amigos
35153,3729,Bit Runners
35154,3730,Jamó
35184,3731,"Centro Marcha E Corrida Uniao Freguesias Guifoes,"
35196,3732,Primus 2
35200,3733,Clube De Montanhismo De Braga
35209,3734,Club Correr Asturias
35210,3735,Caac-Clube De Atletismo De Arentim E Cunha
35213,3736,Fit&Fun Acreditar
35223,3737,Família Freitas
35225,3738,Canianos
35234,3739,Grupo Desportivo Ferroviários Campanhã
35242,3740,Petramiabenny
35249,3741,Arrosinho Tours 8.2
35252,3742,Saldo Válido Team
35255,3743,Saldo Válido
35256,3744,Atletica Valie Brembana
35260,3745,Paçosrunners
35272,3746,Tondelarunners
35283,3747,Dias4ever
35284,3748,Boavista.F.C
35288,3749,Vitalis  - Vitalis  - Running Espinho
35289,3750,Ctm Vila Pouca De Aguiar
35292,3751,Erasmus Team
35296,3752,Biegiem Radom! Polska
35310,3753,Bcc Runners
35311,3754,Running Vigia
35312,3755,Espinho Runing
35320,3756,Ptc
35350,3757,Ace
35357,3758,3:33 Team Jastrowie
35363,3759,Bad Team / Raríssimas
35374,3760,Feup
35395,3761,S.U.A.R. (Shut Up And Run)
35399,3762,Eu E Mais Alguns
35401,3763,Clau's Sports
35403,3764,Ss Pcmsjm
35406,3765,Propofol
35408,3766,Frezite.
35416,3767,Runtastic's
35427,3768,R&R
35434,3769,Agmassagens/Collux
35451,3770,Club Atletismo Lousame - Deportes Hermida
35452,3771,Crowborough Runners
35460,3772,Xmile
35461,3773,Top Runners
35463,3774,Atr-Algarve Trail Running
35466,3775,Run Run Oleszyce
35478,3776,Patamar Numérico Med. Seguros Lda
35493,3777,Fanan's Running Team
35495,3778,Trilhos Do Valado
35503,3779,Btt Sanguedo
35531,3780,Club Maraton Badajoz
35549,3781,Check Czech Czechs
35550,3782,Edp -
35581,3783,Fm&M Team
35591,3784,Edp-Es
35597,3785,The Cute Mommy Team
35601,3786,Correr São Bernardo
35623,3787,Rr
35626,3788,Montepio Ss
35628,3789,Viseu Que Lindo És
35636,3790,1h 15m
35637,3791,Clube S2000 Portugal
35638,3792,Stravistas Da Venda
35647,3793,Roff Runner
35650,3794,Montenegros
35651,3795,Nascidos Para Correr - Associação Desportiva
35659,3796,Moaña
35671,3797,Gomes
35680,3798,2725
35695,3799,Bccrunners
35697,3800,X5
35710,3801,Avoc
35717,3802,Bússola
35728,3803,Os Colegas
35744,3804,Running Vallourec
35746,3805,Os Arraias
35754,3806,Matrecos
35755,3807,Farroncos Papa Km
35764,3808,Os Conta-Kilómetros
35772,3809,A. D. Esmeriz Running
35787,3810,Top Team
35802,3811,Eira Botelho
35805,3812,Marmedsa Noatum Maritime Running Team
35813,3813,Só Para Ver
35823,3814,Thechampions
35826,3815,Ceiiarunning
35832,3816,Hovione
35842,3817,Aviva Sport Club
35850,3818,Vitalis  - Vitalis  - Correr Lisboa
35856,3819,Ruquita
35860,3820,Académico Runners
35864,3821,Trail Entre Elles
35887,3822,Bél
35888,3823,Jogos Santa Casa - Jogos Santa Casa -
35897,3824,Sport Zone - Sport Zone - Sportzone
35900,3825,Equipa João Ferreira
35905,3826,Team Sampaio
35907,3827,Sport Zone - Sport Zone - Running
35912,3828,Loopbikkels Uit Mokum
35929,3829,Liberty Seguros - Liberty Seguros - Urbanatleta
35940,3830,Trucking
35941,3831,Goodyear
35949,3832,Siviez Moves
35953,3833,Amatori
35983,3834,Ccd Leões Da Floresta
36005,3835,Os De Santa Iria - Os Vivos!
36009,3836,Dpap
36013,3837,2 Amigos
36045,3838,Estrela Campo De Aviação Futebol Clube
36050,3839,Mrtoner24
36053,3840,Príncipe A Correr
36064,3841,Byl
36067,3842,Psk53
36072,3843,Club Maratón Badajoz
36085,3844,La Foulée Muroise
36086,3845,Vitalis  - Vitalis  - Bicademia
36104,3846,Laufwelt
36124,3847,Turbolentos
36145,3848,"Patamar Numérico, Lda"
36153,3849,Atletismo Riazor Coruña
36155,3850,Tortoils
36160,3851,Familia Guedes De Magalhães
36181,3852,Papakms
36187,3853,Pires&Intrusos
36188,3854,Oct 55
36199,3855,Powerade - Sai Da Frente
36203,3856,Outlanders
36211,3857,Sport Clube Caldas De São Jorge
36214,3858,Passada Preguiçosa
36216,3859,Estrela Futebol Clube Campo Da Aviação
36220,3860,Maratón Badajoz
36242,3861,Gríjó A Correr
36250,3862,Girls On The Run
36252,3863,Cmb
36270,3864,Gdc Fidelidade
36278,3865,Liberty Seguros - Liberty Seguros - Ds Gaia Canidelo
36286,3866,Lion Runners - G.D. Leões Da Guarda
36287,3867,Assunção
36319,3868,Eape
36324,3869,Mondegopeças
36337,3870,Lauffreunde Otzenhausen
36343,3871,Os Pirilampados
36362,3872,Rennkumpels Bouxwiller
36369,3873,Ruptura Total
36392,3874,Carlos Vieira
36399,3875,Maisquecuidarrunning
36400,3876,Mais Que Cuidar Running
36401,3877,Sargent Novakova
36420,3878,"Coyote And Road Runner, Inc."
36426,3879,Ac Portalegre/Utsm
36432,3880,Atletico Cizkov
36435,3881,Jogos Santa Casa - Jogos Santa Casa - Pernetas
36439,3882,"Vitalis  - Vitalis  - "" Os Pressinhas """
36450,3883,Runningparatodos.Com
36456,3884,All Stars Runners
36473,3885,Mering Runners
36475,3886,Hinckley Running Club
36484,3887,Taniazinha.Pinto@Hotmail.Com
36489,3888,Clube Araraquarense
36511,3889,Love Story
36542,3890,Love&Run
36547,3891,Wlg Fitness
36555,3892,Pisamontes
36563,3893,Gdct Unicre
36567,3894,Cytrynowi Biegacze
36570,3895,Centro De Marcha E Corrida Da União De Freguesias
36574,3896,Cluve-Clube Veteranos Atletismo Coimbra
36580,3897,Fugitivos Urbanos Clinica +Saúde
36584,3898,Clube Honda S2000 Portugal
36585,3899,Trachina
36594,3900,Adccjclarks
36600,3901,Rio De Janeiro
36613,3902,Brakelse
36614,3903,Pradelle
36621,3904,Farmateam
36669,3905,007
36675,3906,Manos Team
36677,3907,Segredos Running
36681,3908,Opraticante.Pt
36685,3909,Cm Gaia
36693,3910,Running Clube De Coimbra
36699,3911,9pm Runners
36716,3912,Avrocha
36724,3913,Century 21 Girault Immobilier 2
36725,3914,Trirunner
36732,3915,Ana Silva
36733,3916,Liberty Seguros - Liberty Seguros - Clinica Nova De Joane
36754,3917,Veteranos De Massamá
36756,3918,As Comadres
36767,3919,Sparta Brasil
36787,3920,Toka A Correr
36808,3921,Endurance Passion13
36811,3922,Ural 100
36825,3923,Saltámos Do Sofá
36829,3924,Plmj Runners
36840,3925,Sti Runner
36843,3926,Os Casacas
36845,3927,Robert Urtsh
36902,3928,C D S Salvador Campo
36903,3929,C P T Bairro Carcavelos
36905,3930,A C Povoa Varzim
36906,3931,Gdc Guilhovai
36913,3932,Sport Zone - Mes Do Running
36937,3933,Ama Associacao Mondim Atletismo
36941,3934,Quintantes
36973,3935,Clube Desportivo Lousado
36974,3936,Ms-Cmm
36980,3937,Cia Alpendorada
36989,3938,Maia Ac - Criobaby
37010,3939,Runner Lampassa
37027,3940,G. D. São Paio De Oleiros
37030,3941,The Stigs-Life Club
37032,3942,Boavista Futebol Clube
37035,3943,Kunalama | Rotaromânico Btt
37068,3944,Real
37070,3945,Smartzone.Pt
37075,3946,Fc Boavista
37112,3947,Ripolins.Com - Eventos
37114,3948,Caldas São Jorge Sport Clube
37118,3949,Travassos
37120,3950,Runners União Custóias; Leça Do Balio E Guifões
37136,3951,Poteeentes- Fitspot Parque Nascente
37137,3952,Poteeentes Parque Nascente
37150,3953,All Atitudes Trail Team
37156,3954,Vidaativa
37165,3955,A.D Rio Largo Clube De Espinho
37172,3956,Águas Vivas
37179,3957,Running4running
37183,3958,Os Pestinhas
37207,3959,Brg Team
37223,3960,Primark Norte Shopping
37292,3961,Bootseals
37320,3962,Fc Porto
37352,3963,Pi 100 Pe
37359,3964,Poteeentes - Fitspot Parque Nascente
37360,3965,Bandalhos
37389,3966,Mirandela
37390,3967,Secmip
37408,3968,Sofizé
37437,3969,Brigada Do Reumático
37464,3970,A D  Esmeriz Running
37479,3971,Lustosa
37481,3972,Vintage Ibiza
37493,3973,F4f
37509,3974,Cfm
37526,3975,Vieiras
37550,3976,Liberty Seguros Bfc
37560,3977,Atletas
37580,3978,Moinhosrun
37598,3979,Fc Oliveira Do Douro
37615,3980,Feel Free Leça
37620,3981,Aerodance Trail Running
37635,3982,Braguinha
37652,3983,Equipa Do Tó
37653,3984,Liberty Seguros Portilho Seguros
37699,3985,Alegretes
37703,3986,Afs Estofos Auto
37766,3987,Os Sámorais
37768,3988,Os Resistentes
37800,3989,All About Events
37823,3990,Dhl Running
37836,3991,Trancoso
37856,3992,Vira Montes
37858,3993,Centro Recreativo De Mafamude
37865,3994,Amigos Vale Silêncio
37887,3995,Escuteiros Matosinhos
37924,3996,Lusos X X I
37942,3997,Porto Vintage 83
37953,3998,Locomotiva  De Paranhos
37960,3999,Run&Fun
37993,4000,Os Graça
38016,4001,A M S
38043,4002,Cal -Clube Atletismo De Lamas
38053,4003,Family Friends
38073,4004,B.S.B. Porto
38076,4005,G.D.Santander Totta
38086,4006,Corredores
38115,4007,Marcamos Atrás
38120,4008,Antas Team
38134,4009,Santana Iii
38146,4010,Os Paredenses
38151,4011,Dudu Team
38176,4012,Uec
38182,4013,Sai Da Frente!!!
38191,4014,Vertebrados
38207,4015,O Forte
38209,4016,Vdf
38230,4017,"""Os Turbomula"" D.O.C."
38241,4018,Inem Running
38247,4019,Sei Sei
38291,4020,Família Ba
38296,4021,Greenteam
38337,4022,Wellrunner's
38348,4023,Piriquitos
38370,4024,Praticamentequenianos
38385,4025,Poteeentes-Clube De Corrida Pnhc
38389,4026,Infividual
38409,4027,Os Pintarolas
38444,4028,Pé Na Areia
38445,4029,Pernas Para Que Te Quero!
38466,4030,Arq.Com
38581,4031,Marciapinto
38603,4032,"""Sair Da Zona De Conforto"" Runners"
38660,4033,Minhocas
38668,4034,Liberty Seguros - Pernas Para Que Vos Quero
38694,4035,Johns Do Cabo Do Mundo
38704,4036,Família Monteiro
38738,4037,Belezas
38783,4038,Olgatiago
38806,4039,Xinateam
38819,4040,Vkt
38860,4041,Maia A. C.
38865,4042,Cat - Clube De Atletismo Do Tâmega
38873,4043,Matosinhos Sport - C.P.T. Bairro Carcavelos
38876,4044,Clube Independente De Atletismo De Alpendorada
38888,4045,Traterme
38896,4046,N A C
38916,4047,Núcleo Atletismo Vila Real
38919,4048,São João Da Serra
38923,4049,Liberty Seguros Maiaac
38932,4050,Gdfc
38941,4051,Liberty Seguros - Sweet Runners
38949,4052,Associacao Lince Triathlon
38958,4053,@Isep/Isep Runners
38961,4054,Powerboost Club
38975,4055,Sunday Training
38977,4056,Eagle
38978,4057,C A Avintes
38983,4058,Novélia Running Amarante
39001,4059,Factor X / S4l Medense
39002,4060,Bravos Do Mindelo
39005,4061,Maquinas7
39011,4062,Grupo Desportivo Selho
39017,4063,Feltrail
39018,4064,S.S. Montepio
39044,4065,Qualy - Produtos De Limpeza
39054,4066,Nascidos Para Correr A.D
39076,4067,Caldas Sao Jorge Sport Clube
39086,4068,Pupilos Do Zé-Tó
39111,4069,G. D. Selho
39124,4070,Viriathvs Runners Viseu
39135,4071,Boavista F C
39155,4072,Varzim Sport Club
39163,4073,Passatempo Hyundai - Facebook
39165,4074,Cap-Centro Atletismo Do Porto
39166,4075,Sarc-Salgueiral-Run
39174,4076,Família Costa Macedo
39193,4077,Figueiredo's Runners & Friends
39195,4078,Challenge Force
39197,4079,Papa Quilómetros
39223,4080,Jmmsroc Team
39227,4081,Vr3
39232,4082,Nocturnos Paredes
39247,4083,Correia De Sá
39269,4084,Passatempo Hyundai - Motorvap
39276,4085,Edv-Vianatrail
39286,4086,Capwatt Brainpower
39301,4087,C.F. Oliveira Douro
39319,4088,Reumáticos
39323,4089,Taloxinhas
39348,4090,A Praca Mexe Contigo
39358,4091,10temidos
39383,4092,Nightmaster
39419,4093,Filhote
39447,4094,Rsfamily
39448,4095,Run Family
39450,4096,Free Tibet/ Vira Lata/ Husse
39452,4097,Grupo Trofa Saúde
39471,4098,"Frutuoso&Veloso Ii, Lda"
39472,4099,Emilianos
39476,4100,As-Ad Teamup
39480,4101,Portugal
39484,4102,Team Ribsol
39492,4103,Cunhados
39501,4104,#N14
39503,4105,Tatanix
39510,4106,Petramia
39520,4107,Clube De Sargentos Da Armada
39529,4108,Boavista
39559,4109,Joana Nuno
39585,4110,Amazing Runners
39598,4111,Taludos Pá
39607,4112,Unknown Runners
39642,4113,Familia Patanisca
39683,4114,Grupo Silva
39707,4115,R/R Online Training
39743,4116,Brito
39758,4117,Jobrinde-Montes Saloios
39779,4118,All About Spirit Team
39785,4119,Claraboia
39818,4120,Meat & Running
39819,4121,Aventureiros Do Asfalto
39826,4122,Familia Ba
39837,4123,C88d87
39867,4124,Franças
39884,4125,No Tomorrow   Liberty Seguros
39885,4126,Rio Running
39887,4127,Che
39928,4128,Pintarolas
39934,4129,Gavionas
39937,4130,Zuper
39964,4131,Já Foste Seromenho...
39966,4132,4a
39979,4133,Team Gym Amigalhaços - Sarc - Run - Salgueiral
39989,4134,Ghg
39994,4135,Facas E Brocas
40016,4136,Ganhar Juízo
40068,4137,Dureza Maxima
40098,4138,Team 2007
40108,4139,Noggys
40118,4140,Anti-Stress
40130,4141,Cabeleireiro Jose Ribeiro
40150,4142,'Os Potentes'
40169,4143,Bela - Monção
40180,4144,Índios De Bttrail
40190,4145,Mpteam
40220,4146,Antas Running
40227,4147,Decathlon Production Team
40231,4148,Crissil
40234,4149,Corpo E Coração
40256,4150,Primeira Prova
40310,4151,Az Maquinaz
40326,4152,Sapatilhas Pensadoras
40334,4153,Liberty Seguros / Cães D Avenida
40337,4154,Nestum Team
40348,4155,Neptuno 2016
40369,4156,Ecmobeat
40380,4157,Irmandade Da Sapatilha
40397,4158,Amazing Running
40398,4159,Amazing Ruunning
40415,4160,4any1
40490,4161,Lateiros
40552,4162,Atletico Da Povoa De Varzim
40556,4163,Matosinhos Sport C
40557,4164,A. D. Rio Largo C. Espinho
40560,4165,C.I.A.
40565,4166,Fiaes Sc
40568,4167,Team Pepy
40569,4168,Runriver - Escola Atletismo Rio Tinto
40578,4169,Liberty Seguros - Liberty Seguros - Clube Desportivo Feirense
40581,4170,Royal Run Butcracker
40583,4171,Tj Slávia Pu Prešov
40587,4172,Team Mss Contabilidade
40593,4173,Csrcd Santiago
40596,4174,Gd Limpeza Urbana
40600,4175,Salgueiros Running
40602,4176,Fiães Sc
40609,4177,Vitalis  - Vitalis  - Vitalis
40610,4178,Grupo Desportivo Tenvc
40620,4179,Associação Recreativa Luz E Vida Gondomarense
40624,4180,Matosinhos Sport - Cmcufclbg
40643,4181,Atlético Clube Alfenense
40654,4182,Ofrunning Team
40668,4183,Grinder Boys
40680,4184,Marujos Nortenhos
40689,4185,Clinica Dentaria S.Pedro
40725,4186,Galhardos
40733,4187,Pegada@Tavira
40735,4188,Clube Pessoal Edp Porto
40737,4189,Athletic Turtules
40766,4190,"Cmc Da União De Freguesias De Custóias, Leça Do Ba"
40775,4191,Liberty Seguros - Os Campeões
40779,4192,Os Plutos
40797,4193,Team Shark
40798,4194,Xau Aí
40812,4195,Juventus Triana Futebol Clube
40817,4196,Matosinhos Sport - Carcavelos
40821,4197,Liberty Seguros - Núcleo Montanha Espinho
40823,4198,Mss Contabilidade
40826,4199,Liberty Seguros - Liberty Seguros - Filipe Barbosa
40827,4200,Dr. Runner's Team
40864,4201,Porto Runners - Clube De Corrida
40878,4202,Letsrun Sf
40899,4203,Só Mais Uma
40904,4204,Ontherun
40936,4205,Douro
40947,4206,Rocha&Almeida
40949,4207,Dr. Runners Team
40954,4208,Alipo
40970,4209,Rangel & Oliveira - Citroen Aveiro
40971,4210,Frutuoso E Veloso Ii Lda
40972,4211,76 Cfbo
40976,4212,Regrassimetrica
